transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN576990,CHBR01,Chennai,2025-04-01,AC7686027,Debit,5759.78,Success,Withdrawal successful
TXN821466,CHBR01,Chennai,2025-04-01,AC1524791,Credit,7775.86,Success,Withdrawal successful
TXN560723,CHBR01,Chennai,2025-04-01,AC8045268,Debit,4666.11,Failed,Transaction timeout
TXN579375,CHBR01,Chennai,2025-04-01,AC4358918,Debit,3093.72,Success,Withdrawal successful
TXN940369,CHBR01,Chennai,2025-04-01,AC2066439,Credit,9110.91,Success,Amount credited
TXN808267,CHBR01,Chennai,2025-04-01,AC9412413,Credit,7843.63,Failed,Transaction timeout
TXN551988,CHBR01,Chennai,2025-04-01,AC1648860,Debit,9445.14,Success,Withdrawal successful
TXN395430,CHBR01,Chennai,2025-04-01,AC9698663,Debit,6098.6,Success,Withdrawal successful
TXN689715,CHBR01,Chennai,2025-04-01,AC6518808,Credit,8699.88,Failed,Transaction timeout
TXN515586,CHBR01,Chennai,2025-04-01,AC4154339,Debit,7697.37,Success,Withdrawal successful
TXN910035,CHBR01,Chennai,2025-04-01,AC2676180,Debit,5659.45,Success,Withdrawal successful
TXN512919,CHBR01,Chennai,2025-04-01,AC1571532,Debit,5095.53,Success,Withdrawal successful
TXN756962,CHBR01,Chennai,2025-04-01,AC9646181,Credit,9376.25,Success,Amount credited
TXN391662,CHBR01,Chennai,2025-04-01,AC8631513,Debit,2180.6,Failed,Transaction timeout
TXN206990,CHBR01,Chennai,2025-04-01,AC8281438,Credit,2383.19,Success,Payment received
TXN197054,CHBR01,Chennai,2025-04-01,AC6692266,Credit,4438.1,Success,Withdrawal successful
TXN470313,CHBR01,Chennai,2025-04-01,AC2645543,Credit,2267.34,Failed,Transaction timeout
TXN360559,CHBR01,Chennai,2025-04-01,AC8345139,Debit,6474.29,Success,Amount credited
TXN655972,CHBR01,Chennai,2025-04-01,AC2811640,Credit,8652.43,Failed,Transaction timeout
TXN298846,CHBR01,Chennai,2025-04-01,AC7260732,Debit,327.18,Success,Withdrawal successful
TXN587648,CHBR01,Chennai,2025-04-01,AC2171154,Debit,8274.15,Success,Amount credited
TXN158226,CHBR01,Chennai,2025-04-01,AC9799766,Credit,941.08,Failed,Account blocked
TXN132873,CHBR01,Chennai,2025-04-01,AC1637437,Debit,4730.28,Failed,Account blocked
TXN724951,CHBR01,Chennai,2025-04-01,AC7456742,Debit,9304.3,Failed,Insufficient fund
TXN396405,CHBR01,Chennai,2025-04-01,AC9648347,Credit,3378.52,Failed,Account blocked
TXN969540,CHBR01,Chennai,2025-04-01,AC5664527,Debit,3479.42,Success,Withdrawal successful
TXN377607,CHBR01,Chennai,2025-04-01,AC2619858,Credit,6034.18,Failed,Account blocked
TXN446578,CHBR01,Chennai,2025-04-01,AC2008466,Credit,9863.71,Success,Amount credited
TXN888944,CHBR01,Chennai,2025-04-01,AC2744615,Credit,2065.43,Success,Payment received
TXN870312,CHBR01,Chennai,2025-04-01,AC6416267,Debit,5127.88,Success,Amount credited
TXN883156,CHBR01,Chennai,2025-04-01,AC6639945,Debit,6433.54,Success,Withdrawal successful
TXN520036,CHBR01,Chennai,2025-04-01,AC8510788,Credit,1015.37,Success,Amount credited
TXN955445,CHBR01,Chennai,2025-04-01,AC9135629,Credit,9637.15,Success,Payment received
TXN201393,CHBR01,Chennai,2025-04-01,AC3642649,Credit,9277.91,Success,Payment received
TXN800822,CHBR01,Chennai,2025-04-01,AC1404848,Credit,969.64,Success,Amount credited
TXN101476,CHBR01,Chennai,2025-04-01,AC7463169,Credit,5495.24,Failed,Transaction timeout
TXN296081,CHBR01,Chennai,2025-04-01,AC1852304,Debit,6757.06,Failed,Transaction timeout
TXN514914,CHBR01,Chennai,2025-04-01,AC5826504,Credit,6252.13,Failed,Account blocked
TXN724864,CHBR01,Chennai,2025-04-01,AC4001754,Credit,4375.2,Success,Withdrawal successful
TXN951621,CHBR01,Chennai,2025-04-01,AC6412731,Credit,6550.16,Success,Withdrawal successful
TXN758680,CHBR01,Chennai,2025-04-01,AC8615793,Credit,1755.76,Success,Amount credited
TXN586894,CHBR01,Chennai,2025-04-01,AC6328662,Debit,5260.13,Failed,Account blocked
TXN117883,CHBR01,Chennai,2025-04-01,AC7979676,Debit,8177.09,Success,Amount credited
TXN785425,CHBR01,Chennai,2025-04-01,AC9743506,Credit,6376.25,Failed,Transaction timeout
TXN656452,CHBR01,Chennai,2025-04-01,AC4864546,Debit,5671.97,Failed,Insufficient fund
TXN442630,CHBR01,Chennai,2025-04-01,AC7758631,Credit,3406.72,Failed,Transaction timeout
TXN571341,CHBR01,Chennai,2025-04-01,AC5255072,Credit,8831.76,Failed,Account blocked
TXN516417,CHBR01,Chennai,2025-04-01,AC2160907,Debit,9452.78,Success,Amount credited
TXN262391,CHBR01,Chennai,2025-04-01,AC9241573,Credit,6394.37,Failed,Account blocked
TXN100749,CHBR01,Chennai,2025-04-01,AC2418279,Debit,1173.58,Failed,Transaction timeout
TXN792255,CHBR01,Chennai,2025-04-02,AC3671797,Debit,4866.86,Success,Withdrawal successful
TXN787351,CHBR01,Chennai,2025-04-02,AC6737034,Credit,5967.03,Success,Withdrawal successful
TXN785601,CHBR01,Chennai,2025-04-02,AC1751934,Debit,3939.74,Success,Withdrawal successful
TXN695886,CHBR01,Chennai,2025-04-02,AC3470527,Credit,684.4,Success,Withdrawal successful
TXN888932,CHBR01,Chennai,2025-04-02,AC1806637,Debit,3917.23,Failed,Insufficient fund
TXN929071,CHBR01,Chennai,2025-04-02,AC5868375,Credit,3911.83,Success,Payment received
TXN948177,CHBR01,Chennai,2025-04-02,AC2228717,Debit,7740.44,Failed,Transaction timeout
TXN681024,CHBR01,Chennai,2025-04-02,AC1591058,Credit,1188.24,Success,Withdrawal successful
TXN394611,CHBR01,Chennai,2025-04-02,AC4835026,Credit,6081.66,Success,Amount credited
TXN356078,CHBR01,Chennai,2025-04-02,AC4627225,Debit,3767.36,Success,Withdrawal successful
TXN211232,CHBR01,Chennai,2025-04-02,AC7982698,Credit,5923.65,Failed,Insufficient fund
TXN435742,CHBR01,Chennai,2025-04-02,AC7620538,Credit,3673.48,Success,Payment received
TXN566449,CHBR01,Chennai,2025-04-02,AC9642603,Credit,1368.7,Success,Amount credited
TXN714685,CHBR01,Chennai,2025-04-02,AC9290229,Debit,8729.65,Success,Withdrawal successful
TXN326850,CHBR01,Chennai,2025-04-02,AC1983737,Debit,1732.23,Success,Payment received
TXN584491,CHBR01,Chennai,2025-04-02,AC1197268,Debit,385.97,Failed,Transaction timeout
TXN578807,CHBR01,Chennai,2025-04-02,AC3792007,Debit,5379.02,Failed,Insufficient fund
TXN659770,CHBR01,Chennai,2025-04-02,AC5433997,Credit,1114.12,Failed,Insufficient fund
TXN785108,CHBR01,Chennai,2025-04-02,AC2719004,Debit,7716.45,Failed,Insufficient fund
TXN350078,CHBR01,Chennai,2025-04-02,AC7838032,Debit,863.58,Failed,Insufficient fund
TXN387180,CHBR01,Chennai,2025-04-02,AC2514327,Debit,9270.73,Failed,Transaction timeout
TXN899065,CHBR01,Chennai,2025-04-02,AC5253264,Credit,7293.51,Success,Amount credited
TXN957959,CHBR01,Chennai,2025-04-02,AC3881886,Credit,4628.46,Success,Payment received
TXN224823,CHBR01,Chennai,2025-04-02,AC1162013,Debit,6261.33,Failed,Account blocked
TXN861836,CHBR01,Chennai,2025-04-02,AC2087894,Debit,7060.58,Failed,Account blocked
TXN984226,CHBR01,Chennai,2025-04-02,AC6949815,Debit,3047.88,Failed,Account blocked
TXN580381,CHBR01,Chennai,2025-04-02,AC2421188,Debit,1699.74,Failed,Transaction timeout
TXN174354,CHBR01,Chennai,2025-04-02,AC9557841,Credit,2638.23,Success,Withdrawal successful
TXN686083,CHBR01,Chennai,2025-04-02,AC8522794,Debit,5217.6,Failed,Account blocked
TXN630198,CHBR01,Chennai,2025-04-02,AC6964410,Debit,1381.51,Success,Payment received
TXN223523,CHBR01,Chennai,2025-04-02,AC4911980,Debit,7720.2,Success,Withdrawal successful
TXN757366,CHBR01,Chennai,2025-04-02,AC1938277,Credit,1229.54,Failed,Transaction timeout
TXN170430,CHBR01,Chennai,2025-04-02,AC9793907,Credit,1725.87,Failed,Transaction timeout
TXN353688,CHBR01,Chennai,2025-04-02,AC1285347,Debit,4703.34,Success,Amount credited
TXN594949,CHBR01,Chennai,2025-04-02,AC1342554,Credit,588.44,Success,Withdrawal successful
TXN412535,CHBR01,Chennai,2025-04-02,AC3446159,Debit,1635.75,Failed,Account blocked
TXN519769,CHBR01,Chennai,2025-04-02,AC8551407,Credit,5999.4,Failed,Transaction timeout
TXN229208,CHBR01,Chennai,2025-04-02,AC4708252,Credit,9812.54,Failed,Transaction timeout
TXN809698,CHBR01,Chennai,2025-04-02,AC5190813,Debit,9383.74,Failed,Insufficient fund
TXN609352,CHBR01,Chennai,2025-04-02,AC9666029,Credit,804.03,Failed,Transaction timeout
TXN862499,CHBR01,Chennai,2025-04-02,AC4043228,Credit,7767.63,Success,Payment received
TXN919497,CHBR01,Chennai,2025-04-02,AC5813863,Credit,1130.48,Failed,Account blocked
TXN195475,CHBR01,Chennai,2025-04-02,AC5246253,Debit,453.98,Failed,Transaction timeout
TXN149344,CHBR01,Chennai,2025-04-02,AC3481282,Debit,1199.59,Failed,Account blocked
TXN844629,CHBR01,Chennai,2025-04-02,AC9742033,Credit,1119.6,Success,Amount credited
TXN801039,CHBR01,Chennai,2025-04-02,AC7375488,Credit,7358.3,Failed,Insufficient fund
TXN431178,CHBR01,Chennai,2025-04-02,AC8466231,Debit,6248.58,Success,Amount credited
TXN976774,CHBR01,Chennai,2025-04-02,AC7216504,Debit,4071.21,Success,Withdrawal successful
TXN807089,CHBR01,Chennai,2025-04-02,AC9016199,Debit,4899.76,Success,Withdrawal successful
TXN411993,CHBR01,Chennai,2025-04-02,AC2942732,Credit,9158.69,Failed,Insufficient fund
TXN249430,CHBR01,Chennai,2025-04-03,AC6416441,Debit,4532.69,Failed,Transaction timeout
TXN441821,CHBR01,Chennai,2025-04-03,AC4285534,Credit,6787.25,Success,Amount credited
TXN240399,CHBR01,Chennai,2025-04-03,AC2221317,Credit,9947.08,Failed,Insufficient fund
