transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN671175,MUBR04,Mumbai,2025-04-01,AC7459248,Debit,5474.31,Success,Amount credited
TXN315212,MUBR04,Mumbai,2025-04-01,AC7535622,Credit,1577.89,Failed,Account blocked
TXN894731,MUBR04,Mumbai,2025-04-01,AC9291426,Debit,2522.99,Success,Withdrawal successful
TXN276086,MUBR04,Mumbai,2025-04-01,AC9813152,Debit,3023.58,Success,Amount credited
TXN833426,MUBR04,Mumbai,2025-04-01,AC1494824,Debit,4146.11,Success,Withdrawal successful
TXN581253,MUBR04,Mumbai,2025-04-01,AC5571945,Debit,5495.98,Failed,Insufficient fund
TXN202471,MUBR04,Mumbai,2025-04-01,AC9035439,Credit,6259.88,Success,Payment received
TXN796477,MUBR04,Mumbai,2025-04-01,AC5533641,Credit,5163.44,Success,Payment received
TXN572014,MUBR04,Mumbai,2025-04-01,AC4157479,Credit,9151.23,Success,Amount credited
TXN600401,MUBR04,Mumbai,2025-04-01,AC2008733,Debit,6837.63,Success,Amount credited
TXN633781,MUBR04,Mumbai,2025-04-01,AC7403438,Credit,4845.96,Failed,Transaction timeout
TXN516137,MUBR04,Mumbai,2025-04-01,AC4327057,Debit,2067.61,Failed,Account blocked
TXN273568,MUBR04,Mumbai,2025-04-01,AC5676167,Debit,4821.24,Failed,Account blocked
TXN422287,MUBR04,Mumbai,2025-04-01,AC5867113,Credit,7787.8,Failed,Account blocked
TXN725481,MUBR04,Mumbai,2025-04-01,AC5881807,Credit,8712.48,Success,Withdrawal successful
TXN503276,MUBR04,Mumbai,2025-04-01,AC1985058,Credit,7847.94,Success,Amount credited
TXN402476,MUBR04,Mumbai,2025-04-01,AC7987308,Debit,6984.49,Success,Withdrawal successful
TXN731526,MUBR04,Mumbai,2025-04-01,AC4651158,Credit,9223.84,Failed,Insufficient fund
TXN911327,MUBR04,Mumbai,2025-04-01,AC1262700,Credit,3323.73,Success,Withdrawal successful
TXN965659,MUBR04,Mumbai,2025-04-01,AC8451540,Credit,9048.52,Success,Amount credited
TXN538800,MUBR04,Mumbai,2025-04-01,AC8928571,Debit,4371.33,Success,Withdrawal successful
TXN275419,MUBR04,Mumbai,2025-04-01,AC7170787,Debit,9562.99,Failed,Transaction timeout
TXN710237,MUBR04,Mumbai,2025-04-01,AC7028947,Debit,4115.54,Failed,Transaction timeout
TXN128069,MUBR04,Mumbai,2025-04-01,AC6721709,Debit,601.34,Success,Amount credited
TXN500882,MUBR04,Mumbai,2025-04-01,AC8690113,Credit,5100.34,Failed,Transaction timeout
TXN827107,MUBR04,Mumbai,2025-04-01,AC9342955,Debit,4847.97,Success,Payment received
TXN374983,MUBR04,Mumbai,2025-04-01,AC7961660,Credit,5709.51,Success,Amount credited
TXN440378,MUBR04,Mumbai,2025-04-01,AC7626681,Debit,7919.56,Failed,Insufficient fund
TXN132294,MUBR04,Mumbai,2025-04-01,AC2426225,Credit,2294.01,Success,Withdrawal successful
TXN279019,MUBR04,Mumbai,2025-04-01,AC9068301,Debit,3282.97,Failed,Account blocked
TXN278250,MUBR04,Mumbai,2025-04-01,AC2916769,Credit,1514.55,Success,Payment received
TXN858437,MUBR04,Mumbai,2025-04-01,AC1235130,Debit,4916.55,Failed,Transaction timeout
TXN884841,MUBR04,Mumbai,2025-04-01,AC4833661,Debit,1930.91,Failed,Insufficient fund
TXN717194,MUBR04,Mumbai,2025-04-01,AC2203882,Debit,8687.24,Success,Payment received
TXN270858,MUBR04,Mumbai,2025-04-01,AC9042486,Debit,8216.56,Success,Withdrawal successful
TXN835984,MUBR04,Mumbai,2025-04-01,AC6768668,Debit,2653.74,Success,Withdrawal successful
TXN445448,MUBR04,Mumbai,2025-04-01,AC1479394,Credit,4100.36,Success,Amount credited
TXN944167,MUBR04,Mumbai,2025-04-01,AC4857998,Debit,4427.56,Failed,Transaction timeout
TXN635828,MUBR04,Mumbai,2025-04-01,AC4287329,Debit,260.26,Failed,Insufficient fund
TXN706809,MUBR04,Mumbai,2025-04-01,AC3302583,Credit,1859.52,Failed,Insufficient fund
TXN778350,MUBR04,Mumbai,2025-04-01,AC7644002,Credit,9765.53,Success,Payment received
TXN968727,MUBR04,Mumbai,2025-04-01,AC3357999,Debit,3887.67,Failed,Insufficient fund
TXN278325,MUBR04,Mumbai,2025-04-01,AC3287239,Debit,6386.44,Failed,Account blocked
TXN698621,MUBR04,Mumbai,2025-04-01,AC6124496,Debit,5525.27,Failed,Account blocked
TXN755786,MUBR04,Mumbai,2025-04-01,AC3994025,Credit,437.46,Failed,Account blocked
TXN627939,MUBR04,Mumbai,2025-04-01,AC9182849,Debit,2748.72,Failed,Account blocked
TXN655553,MUBR04,Mumbai,2025-04-01,AC2588324,Credit,9336.83,Failed,Insufficient fund
TXN490290,MUBR04,Mumbai,2025-04-01,AC6766849,Credit,9532.07,Failed,Account blocked
TXN380342,MUBR04,Mumbai,2025-04-01,AC3486990,Credit,7559.66,Failed,Account blocked
TXN342807,MUBR04,Mumbai,2025-04-01,AC8924414,Credit,327.98,Failed,Insufficient fund
TXN186198,MUBR04,Mumbai,2025-04-02,AC2328733,Debit,7275.91,Success,Withdrawal successful
TXN337450,MUBR04,Mumbai,2025-04-02,AC8769907,Debit,5947.74,Success,Withdrawal successful
TXN705665,MUBR04,Mumbai,2025-04-02,AC7802986,Credit,1957.55,Success,Withdrawal successful
TXN100551,MUBR04,Mumbai,2025-04-02,AC5921475,Credit,7069.82,Failed,Account blocked
TXN664224,MUBR04,Mumbai,2025-04-02,AC8063671,Debit,5735.61,Failed,Transaction timeout
TXN468516,MUBR04,Mumbai,2025-04-02,AC5053100,Credit,7175.29,Failed,Insufficient fund
TXN587910,MUBR04,Mumbai,2025-04-02,AC2810865,Credit,9736.22,Success,Payment received
TXN950575,MUBR04,Mumbai,2025-04-02,AC6468388,Credit,2943.24,Failed,Transaction timeout
TXN993236,MUBR04,Mumbai,2025-04-02,AC1796656,Credit,8835.94,Failed,Account blocked
TXN690280,MUBR04,Mumbai,2025-04-02,AC8889300,Credit,5965.67,Failed,Account blocked
TXN158345,MUBR04,Mumbai,2025-04-02,AC8940962,Credit,8992.75,Failed,Transaction timeout
TXN676429,MUBR04,Mumbai,2025-04-02,AC7263554,Debit,1353.84,Failed,Transaction timeout
TXN286944,MUBR04,Mumbai,2025-04-02,AC4889579,Debit,5707.44,Failed,Account blocked
TXN565692,MUBR04,Mumbai,2025-04-02,AC6618657,Credit,2821.05,Success,Amount credited
TXN541099,MUBR04,Mumbai,2025-04-02,AC3001605,Credit,741.41,Success,Payment received
TXN222608,MUBR04,Mumbai,2025-04-02,AC4236789,Credit,9917.99,Success,Payment received
TXN373413,MUBR04,Mumbai,2025-04-02,AC3593434,Credit,3907.7,Success,Withdrawal successful
TXN687529,MUBR04,Mumbai,2025-04-02,AC7513058,Credit,1702.31,Success,Withdrawal successful
TXN855757,MUBR04,Mumbai,2025-04-02,AC1343508,Credit,8863.94,Failed,Transaction timeout
TXN263800,MUBR04,Mumbai,2025-04-02,AC8727400,Debit,1706.97,Failed,Transaction timeout
TXN645174,MUBR04,Mumbai,2025-04-02,AC9483535,Debit,3242.07,Failed,Insufficient fund
TXN519882,MUBR04,Mumbai,2025-04-02,AC3274056,Debit,609.92,Failed,Insufficient fund
TXN259667,MUBR04,Mumbai,2025-04-02,AC7000397,Debit,4767.59,Failed,Account blocked
TXN154066,MUBR04,Mumbai,2025-04-02,AC2412597,Credit,9358.75,Success,Amount credited
TXN978734,MUBR04,Mumbai,2025-04-02,AC5513722,Debit,7688.14,Success,Payment received
TXN258347,MUBR04,Mumbai,2025-04-02,AC2216847,Debit,9958.02,Failed,Insufficient fund
TXN540208,MUBR04,Mumbai,2025-04-02,AC8448318,Credit,3892.65,Failed,Insufficient fund
TXN642026,MUBR04,Mumbai,2025-04-02,AC2998003,Debit,2704.73,Success,Amount credited
TXN807120,MUBR04,Mumbai,2025-04-02,AC2892732,Debit,744.6,Failed,Transaction timeout
TXN389370,MUBR04,Mumbai,2025-04-02,AC6515656,Debit,1728.44,Failed,Transaction timeout
TXN209955,MUBR04,Mumbai,2025-04-02,AC1584153,Debit,9384.93,Success,Payment received
TXN658492,MUBR04,Mumbai,2025-04-02,AC2558641,Credit,3392.24,Failed,Insufficient fund
TXN693849,MUBR04,Mumbai,2025-04-02,AC4693508,Credit,9212.29,Success,Payment received
TXN772610,MUBR04,Mumbai,2025-04-02,AC9379510,Debit,9910.62,Failed,Transaction timeout
TXN727219,MUBR04,Mumbai,2025-04-02,AC4150445,Credit,4685.19,Success,Amount credited
TXN402375,MUBR04,Mumbai,2025-04-02,AC8487956,Credit,963.87,Success,Amount credited
TXN345112,MUBR04,Mumbai,2025-04-02,AC2853609,Credit,8834.41,Success,Amount credited
TXN160636,MUBR04,Mumbai,2025-04-02,AC1012604,Credit,6728.19,Failed,Transaction timeout
TXN924537,MUBR04,Mumbai,2025-04-02,AC5257060,Credit,4035.61,Failed,Insufficient fund
TXN727432,MUBR04,Mumbai,2025-04-02,AC3829314,Credit,1458.35,Success,Amount credited
TXN169551,MUBR04,Mumbai,2025-04-02,AC6000286,Credit,4148.53,Success,Payment received
TXN512752,MUBR04,Mumbai,2025-04-02,AC1249722,Debit,3372.47,Success,Payment received
TXN232994,MUBR04,Mumbai,2025-04-02,AC9943745,Debit,7837.3,Failed,Transaction timeout
