transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN538907,CHBR04,Chennai,2025-04-01,AC1112962,Credit,1618.35,Failed,Account blocked
TXN148106,CHBR04,Chennai,2025-04-01,AC2691688,Debit,1939.56,Failed,Transaction timeout
TXN742962,CHBR04,Chennai,2025-04-01,AC7012179,Credit,9770.98,Failed,Insufficient fund
TXN601956,CHBR04,Chennai,2025-04-01,AC8227370,Credit,4400.72,Success,Amount credited
TXN794892,CHBR04,Chennai,2025-04-01,AC3394616,Debit,3638.52,Failed,Account blocked
TXN979801,CHBR04,Chennai,2025-04-01,AC1017533,Debit,8778.65,Failed,Account blocked
TXN978760,CHBR04,Chennai,2025-04-01,AC1232543,Credit,8603.63,Success,Withdrawal successful
TXN506693,CHBR04,Chennai,2025-04-01,AC5857117,Credit,6601.45,Success,Withdrawal successful
TXN740752,CHBR04,Chennai,2025-04-01,AC1317241,Debit,6892.95,Success,Payment received
TXN158781,CHBR04,Chennai,2025-04-01,AC7754413,Credit,7395.78,Failed,Transaction timeout
TXN489841,CHBR04,Chennai,2025-04-01,AC5895319,Credit,935.16,Failed,Transaction timeout
TXN230238,CHBR04,Chennai,2025-04-01,AC9739580,Debit,4432.19,Failed,Account blocked
TXN416296,CHBR04,Chennai,2025-04-01,AC2410826,Debit,1904.23,Success,Withdrawal successful
TXN144345,CHBR04,Chennai,2025-04-01,AC8685589,Debit,8812.04,Failed,Insufficient fund
TXN432702,CHBR04,Chennai,2025-04-01,AC7482132,Credit,1516.67,Failed,Transaction timeout
TXN313379,CHBR04,Chennai,2025-04-01,AC3430998,Credit,6034.41,Failed,Transaction timeout
TXN283575,CHBR04,Chennai,2025-04-01,AC1519324,Credit,3347.14,Failed,Account blocked
TXN957863,CHBR04,Chennai,2025-04-01,AC3701827,Debit,8118.72,Success,Payment received
TXN721942,CHBR04,Chennai,2025-04-01,AC1862800,Debit,7731.27,Success,Amount credited
TXN764648,CHBR04,Chennai,2025-04-01,AC5743909,Debit,6642.89,Failed,Insufficient fund
TXN180549,CHBR04,Chennai,2025-04-01,AC8994945,Credit,4966.64,Failed,Insufficient fund
TXN854118,CHBR04,Chennai,2025-04-01,AC7547688,Credit,5454.86,Failed,Insufficient fund
TXN146817,CHBR04,Chennai,2025-04-01,AC2759904,Credit,8548.99,Failed,Transaction timeout
TXN685201,CHBR04,Chennai,2025-04-01,AC6468595,Debit,3402.17,Failed,Insufficient fund
TXN658296,CHBR04,Chennai,2025-04-01,AC2400550,Debit,1026.33,Failed,Transaction timeout
TXN470003,CHBR04,Chennai,2025-04-01,AC2377246,Debit,1072.28,Success,Payment received
TXN941263,CHBR04,Chennai,2025-04-01,AC2529640,Credit,898.99,Failed,Account blocked
TXN472659,CHBR04,Chennai,2025-04-01,AC9496902,Debit,4557.17,Success,Amount credited
TXN838082,CHBR04,Chennai,2025-04-01,AC2956731,Debit,4242.22,Failed,Transaction timeout
TXN425795,CHBR04,Chennai,2025-04-01,AC3907787,Credit,7747.51,Success,Withdrawal successful
TXN892341,CHBR04,Chennai,2025-04-01,AC8156718,Debit,2382.65,Failed,Account blocked
TXN305620,CHBR04,Chennai,2025-04-01,AC1451436,Debit,7859.22,Failed,Insufficient fund
TXN428235,CHBR04,Chennai,2025-04-01,AC7571315,Credit,1641.73,Success,Amount credited
