transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN346757,CHBR03,Chennai,2025-04-01,AC4157768,Credit,876.01,Failed,Insufficient fund
TXN271051,CHBR03,Chennai,2025-04-01,AC6013036,Credit,7026.68,Failed,Transaction timeout
TXN946804,CHBR03,Chennai,2025-04-01,AC9125035,Debit,5958.86,Success,Amount credited
TXN479550,CHBR03,Chennai,2025-04-01,AC5485769,Credit,7334.83,Failed,Transaction timeout
TXN883422,CHBR03,Chennai,2025-04-01,AC7847330,Debit,6980.03,Failed,Account blocked
TXN837200,CHBR03,Chennai,2025-04-01,AC3915605,Credit,356.01,Failed,Transaction timeout
TXN734294,CHBR03,Chennai,2025-04-01,AC2985162,Credit,6872.44,Failed,Transaction timeout
TXN895856,CHBR03,Chennai,2025-04-01,AC4872021,Debit,3270.16,Success,Payment received
TXN558667,CHBR03,Chennai,2025-04-01,AC9497402,Credit,341.17,Success,Payment received
TXN699942,CHBR03,Chennai,2025-04-01,AC9588063,Credit,5964.26,Failed,Insufficient fund
TXN524379,CHBR03,Chennai,2025-04-01,AC3585766,Credit,7824.04,Success,Amount credited
TXN923504,CHBR03,Chennai,2025-04-01,AC9516374,Debit,2125.58,Success,Withdrawal successful
TXN850334,CHBR03,Chennai,2025-04-01,AC2196757,Credit,254.46,Failed,Transaction timeout
TXN744313,CHBR03,Chennai,2025-04-01,AC4676725,Debit,3466.79,Failed,Account blocked
TXN618636,CHBR03,Chennai,2025-04-01,AC5295960,Debit,8192.88,Success,Payment received
TXN243994,CHBR03,Chennai,2025-04-01,AC7013882,Debit,7044.48,Success,Amount credited
TXN572527,CHBR03,Chennai,2025-04-01,AC5029451,Credit,4921.87,Success,Amount credited
TXN673114,CHBR03,Chennai,2025-04-01,AC5345195,Credit,1995.73,Failed,Transaction timeout
TXN844230,CHBR03,Chennai,2025-04-01,AC5299953,Debit,1263.8,Success,Payment received
TXN309688,CHBR03,Chennai,2025-04-01,AC2815131,Credit,2203.01,Failed,Account blocked
TXN148424,CHBR03,Chennai,2025-04-01,AC7712723,Debit,5655.38,Failed,Account blocked
TXN937228,CHBR03,Chennai,2025-04-01,AC4106609,Credit,9530.89,Failed,Insufficient fund
TXN416366,CHBR03,Chennai,2025-04-01,AC2454389,Debit,8816.49,Failed,Insufficient fund
TXN506071,CHBR03,Chennai,2025-04-01,AC1116565,Debit,4857.31,Success,Withdrawal successful
TXN283070,CHBR03,Chennai,2025-04-01,AC9181643,Debit,3833.6,Success,Payment received
TXN983277,CHBR03,Chennai,2025-04-01,AC5859019,Debit,2422.46,Success,Payment received
TXN533356,CHBR03,Chennai,2025-04-01,AC1300538,Credit,2542.96,Failed,Transaction timeout
TXN888046,CHBR03,Chennai,2025-04-01,AC9864458,Credit,3825.18,Failed,Insufficient fund
TXN723420,CHBR03,Chennai,2025-04-01,AC3004928,Credit,6628.38,Success,Amount credited
TXN503609,CHBR03,Chennai,2025-04-01,AC6689027,Debit,4324.9,Success,Payment received
TXN918060,CHBR03,Chennai,2025-04-01,AC2642987,Credit,9717.17,Failed,Account blocked
TXN234398,CHBR03,Chennai,2025-04-01,AC7602719,Debit,3679.35,Success,Withdrawal successful
TXN913879,CHBR03,Chennai,2025-04-01,AC5006025,Credit,6818.37,Failed,Insufficient fund
TXN231428,CHBR03,Chennai,2025-04-01,AC1562859,Credit,6967.55,Success,Withdrawal successful
TXN977900,CHBR03,Chennai,2025-04-01,AC7852913,Debit,3565.62,Success,Withdrawal successful
TXN984150,CHBR03,Chennai,2025-04-01,AC5773146,Debit,1014.89,Success,Payment received
TXN533571,CHBR03,Chennai,2025-04-01,AC8540867,Credit,6007.66,Success,Amount credited
TXN344072,CHBR03,Chennai,2025-04-01,AC6746745,Credit,3848.31,Failed,Insufficient fund
TXN604574,CHBR03,Chennai,2025-04-01,AC6496259,Debit,9464.77,Success,Payment received
TXN644509,CHBR03,Chennai,2025-04-01,AC5894147,Credit,7952.27,Failed,Account blocked
TXN123271,CHBR03,Chennai,2025-04-01,AC2751100,Credit,1518.81,Success,Payment received
TXN974478,CHBR03,Chennai,2025-04-01,AC9118200,Debit,2894.16,Failed,Transaction timeout
TXN360799,CHBR03,Chennai,2025-04-01,AC5031206,Credit,9262.14,Failed,Account blocked
TXN785659,CHBR03,Chennai,2025-04-01,AC5356944,Debit,102.83,Failed,Transaction timeout
TXN765196,CHBR03,Chennai,2025-04-01,AC8782854,Credit,5153.82,Failed,Transaction timeout
TXN601818,CHBR03,Chennai,2025-04-01,AC7740093,Credit,1847.58,Failed,Account blocked
TXN956724,CHBR03,Chennai,2025-04-01,AC6438058,Credit,3848.29,Success,Payment received
