transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN136367,DEBR02,Delhi,2025-04-01,AC9356180,Debit,1776.47,Success,Withdrawal successful
TXN267564,DEBR02,Delhi,2025-04-01,AC2740873,Credit,7618.62,Failed,Transaction timeout
TXN198919,DEBR02,Delhi,2025-04-01,AC6156652,Debit,3283.65,Success,Payment received
TXN560920,DEBR02,Delhi,2025-04-01,AC9629847,Credit,4135.8,Success,Amount credited
TXN755819,DEBR02,Delhi,2025-04-01,AC5053984,Debit,9323.81,Success,Payment received
TXN995942,DEBR02,Delhi,2025-04-01,AC6463783,Debit,2304.67,Success,Amount credited
TXN570527,DEBR02,Delhi,2025-04-01,AC9058371,Credit,5609.38,Failed,Insufficient fund
TXN972383,DEBR02,Delhi,2025-04-01,AC1714792,Credit,1174.44,Failed,Insufficient fund
TXN916750,DEBR02,Delhi,2025-04-01,AC9965803,Debit,9607.08,Failed,Account blocked
TXN133473,DEBR02,Delhi,2025-04-01,AC7418633,Credit,2621.21,Failed,Insufficient fund
TXN602712,DEBR02,Delhi,2025-04-01,AC7234205,Debit,2389.18,Failed,Transaction timeout
TXN810437,DEBR02,Delhi,2025-04-01,AC4495460,Credit,2957.28,Success,Amount credited
TXN932249,DEBR02,Delhi,2025-04-01,AC4884191,Credit,2223.14,Success,Amount credited
TXN167434,DEBR02,Delhi,2025-04-01,AC5233198,Debit,9427.49,Success,Payment received
TXN832924,DEBR02,Delhi,2025-04-01,AC9549945,Debit,7120.17,Failed,Transaction timeout
TXN994048,DEBR02,Delhi,2025-04-01,AC8632226,Debit,280.06,Success,Withdrawal successful
TXN276247,DEBR02,Delhi,2025-04-01,AC3386675,Debit,8820.75,Failed,Insufficient fund
TXN608357,DEBR02,Delhi,2025-04-01,AC4707714,Debit,7897.52,Success,Payment received
TXN161527,DEBR02,Delhi,2025-04-01,AC8452668,Credit,274.41,Success,Withdrawal successful
TXN825629,DEBR02,Delhi,2025-04-01,AC1235483,Debit,7084.66,Success,Amount credited
TXN595500,DEBR02,Delhi,2025-04-01,AC6544796,Debit,924.26,Failed,Transaction timeout
TXN271899,DEBR02,Delhi,2025-04-01,AC5174358,Debit,2159.45,Failed,Transaction timeout
TXN569282,DEBR02,Delhi,2025-04-01,AC7007954,Credit,6831.71,Failed,Transaction timeout
TXN325906,DEBR02,Delhi,2025-04-01,AC1671416,Debit,398.45,Success,Payment received
TXN498328,DEBR02,Delhi,2025-04-01,AC3423418,Credit,6326.64,Success,Amount credited
TXN240509,DEBR02,Delhi,2025-04-01,AC8675153,Credit,4012.83,Failed,Insufficient fund
TXN957817,DEBR02,Delhi,2025-04-01,AC2491542,Credit,3379.7,Success,Amount credited
TXN862219,DEBR02,Delhi,2025-04-01,AC8312404,Debit,1506.48,Failed,Transaction timeout
TXN265289,DEBR02,Delhi,2025-04-01,AC6563272,Credit,6322.55,Failed,Account blocked
TXN180458,DEBR02,Delhi,2025-04-01,AC9325396,Debit,6188.86,Success,Withdrawal successful
TXN240495,DEBR02,Delhi,2025-04-01,AC6715591,Debit,4006.12,Success,Withdrawal successful
TXN850456,DEBR02,Delhi,2025-04-01,AC6670871,Debit,8375.12,Failed,Insufficient fund
TXN635557,DEBR02,Delhi,2025-04-01,AC5293505,Debit,5734.34,Success,Withdrawal successful
TXN632080,DEBR02,Delhi,2025-04-01,AC5539812,Debit,8266.24,Failed,Transaction timeout
TXN995659,DEBR02,Delhi,2025-04-01,AC3683393,Credit,642.36,Success,Payment received
TXN702019,DEBR02,Delhi,2025-04-01,AC8669365,Credit,8538.43,Failed,Account blocked
TXN181375,DEBR02,Delhi,2025-04-01,AC5968218,Debit,9957.1,Failed,Account blocked
TXN787234,DEBR02,Delhi,2025-04-01,AC9289480,Debit,5026.79,Failed,Account blocked
TXN453245,DEBR02,Delhi,2025-04-01,AC4017912,Debit,3973.97,Success,Amount credited
TXN315206,DEBR02,Delhi,2025-04-01,AC9541480,Credit,8509.97,Success,Amount credited
TXN691207,DEBR02,Delhi,2025-04-01,AC3703378,Debit,5883.83,Failed,Account blocked
TXN424394,DEBR02,Delhi,2025-04-01,AC6331947,Debit,4650.64,Success,Amount credited
TXN105371,DEBR02,Delhi,2025-04-01,AC3151805,Debit,8285.08,Failed,Account blocked
TXN857834,DEBR02,Delhi,2025-04-01,AC2808221,Credit,8440.49,Failed,Account blocked
TXN659264,DEBR02,Delhi,2025-04-01,AC2655353,Credit,1694.16,Success,Amount credited
TXN728952,DEBR02,Delhi,2025-04-01,AC9526420,Debit,1983.94,Success,Amount credited
TXN578126,DEBR02,Delhi,2025-04-01,AC6419487,Debit,9937.04,Failed,Insufficient fund
TXN113816,DEBR02,Delhi,2025-04-01,AC8507450,Credit,1332.8,Failed,Transaction timeout
TXN108355,DEBR02,Delhi,2025-04-01,AC1013531,Debit,4130.0,Failed,Transaction timeout
TXN160565,DEBR02,Delhi,2025-04-01,AC6260617,Debit,543.83,Failed,Transaction timeout
TXN457684,DEBR02,Delhi,2025-04-02,AC1488023,Debit,4180.83,Success,Amount credited
