transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN592551,DEBR05,Delhi,2025-04-01,AC6145336,Debit,9811.99,Success,Amount credited
TXN229729,DEBR05,Delhi,2025-04-01,AC3240450,Debit,7644.18,Success,Amount credited
TXN844270,DEBR05,Delhi,2025-04-01,AC9583020,Credit,9035.27,Success,Withdrawal successful
TXN771943,DEBR05,Delhi,2025-04-01,AC6440644,Debit,5986.67,Failed,Insufficient fund
TXN511784,DEBR05,Delhi,2025-04-01,AC6475837,Debit,9463.96,Failed,Account blocked
TXN526769,DEBR05,Delhi,2025-04-01,AC3594073,Credit,3501.6,Failed,Insufficient fund
TXN981548,DEBR05,Delhi,2025-04-01,AC4479930,Debit,1225.04,Failed,Insufficient fund
TXN731770,DEBR05,Delhi,2025-04-01,AC3192333,Debit,4780.82,Success,Amount credited
TXN439131,DEBR05,Delhi,2025-04-01,AC8977324,Debit,9683.12,Success,Withdrawal successful
TXN339515,DEBR05,Delhi,2025-04-01,AC5606386,Debit,9215.55,Failed,Insufficient fund
TXN551300,DEBR05,Delhi,2025-04-01,AC4006710,Debit,677.37,Success,Payment received
TXN434883,DEBR05,Delhi,2025-04-01,AC4108112,Credit,1984.65,Success,Withdrawal successful
TXN330244,DEBR05,Delhi,2025-04-01,AC3315018,Credit,4071.23,Failed,Transaction timeout
TXN312281,DEBR05,Delhi,2025-04-01,AC4741506,Credit,534.35,Success,Withdrawal successful
TXN219869,DEBR05,Delhi,2025-04-01,AC4068001,Debit,4038.02,Failed,Account blocked
TXN280373,DEBR05,Delhi,2025-04-01,AC4527870,Debit,8812.02,Success,Withdrawal successful
TXN816072,DEBR05,Delhi,2025-04-01,AC7852490,Debit,4385.38,Success,Amount credited
TXN588301,DEBR05,Delhi,2025-04-01,AC9458738,Debit,7364.99,Success,Payment received
TXN607379,DEBR05,Delhi,2025-04-01,AC1385830,Debit,6591.06,Success,Payment received
TXN776574,DEBR05,Delhi,2025-04-01,AC2679559,Debit,7271.88,Failed,Insufficient fund
TXN766358,DEBR05,Delhi,2025-04-01,AC1926842,Debit,1129.49,Failed,Account blocked
TXN883517,DEBR05,Delhi,2025-04-01,AC3774136,Credit,4051.46,Failed,Transaction timeout
TXN386801,DEBR05,Delhi,2025-04-01,AC8982085,Debit,7908.87,Failed,Account blocked
TXN287634,DEBR05,Delhi,2025-04-01,AC9377078,Credit,4694.65,Success,Amount credited
TXN994774,DEBR05,Delhi,2025-04-01,AC3951233,Credit,6657.33,Failed,Transaction timeout
TXN681403,DEBR05,Delhi,2025-04-01,AC3211333,Debit,1279.77,Success,Amount credited
TXN893029,DEBR05,Delhi,2025-04-01,AC3669547,Debit,2701.41,Failed,Insufficient fund
TXN356721,DEBR05,Delhi,2025-04-01,AC2656909,Debit,8995.02,Failed,Insufficient fund
TXN431742,DEBR05,Delhi,2025-04-01,AC8045132,Credit,6906.26,Success,Amount credited
TXN458508,DEBR05,Delhi,2025-04-01,AC3462650,Debit,9916.84,Failed,Account blocked
TXN466367,DEBR05,Delhi,2025-04-01,AC5136061,Debit,9021.92,Failed,Transaction timeout
TXN806342,DEBR05,Delhi,2025-04-01,AC1705668,Debit,793.21,Success,Withdrawal successful
TXN128324,DEBR05,Delhi,2025-04-01,AC1947576,Debit,8360.22,Failed,Insufficient fund
TXN957381,DEBR05,Delhi,2025-04-01,AC7972534,Debit,882.7,Success,Amount credited
TXN589710,DEBR05,Delhi,2025-04-01,AC7750398,Debit,8907.06,Failed,Account blocked
TXN352324,DEBR05,Delhi,2025-04-01,AC8362758,Credit,9942.05,Failed,Account blocked
TXN268429,DEBR05,Delhi,2025-04-01,AC1909818,Debit,8565.99,Failed,Account blocked
TXN569551,DEBR05,Delhi,2025-04-01,AC7346912,Credit,5955.14,Failed,Account blocked
TXN873123,DEBR05,Delhi,2025-04-01,AC2910420,Credit,857.67,Success,Withdrawal successful
TXN313227,DEBR05,Delhi,2025-04-01,AC5874204,Debit,4776.05,Failed,Account blocked
TXN839710,DEBR05,Delhi,2025-04-01,AC3849846,Debit,319.89,Success,Amount credited
TXN972261,DEBR05,Delhi,2025-04-01,AC6021279,Credit,7355.83,Failed,Insufficient fund
TXN371890,DEBR05,Delhi,2025-04-01,AC9813470,Credit,8269.05,Success,Withdrawal successful
TXN713454,DEBR05,Delhi,2025-04-01,AC3366756,Credit,6622.33,Failed,Account blocked
TXN669886,DEBR05,Delhi,2025-04-01,AC6607739,Credit,9998.41,Success,Withdrawal successful
TXN460187,DEBR05,Delhi,2025-04-01,AC4064286,Debit,8028.25,Failed,Transaction timeout
