transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN316496,CHBR02,Chennai,2025-04-01,AC1727795,Debit,8749.79,Success,Amount credited
TXN774004,CHBR02,Chennai,2025-04-01,AC1150985,Debit,391.98,Failed,Transaction timeout
TXN474176,CHBR02,Chennai,2025-04-01,AC2908340,Debit,1903.55,Failed,Account blocked
TXN247868,CHBR02,Chennai,2025-04-01,AC2677258,Credit,7171.89,Success,Withdrawal successful
TXN613704,CHBR02,Chennai,2025-04-01,AC6989222,Debit,5648.32,Failed,Account blocked
TXN719642,CHBR02,Chennai,2025-04-01,AC2279244,Debit,6985.47,Failed,Insufficient fund
TXN741215,CHBR02,Chennai,2025-04-01,AC4503743,Credit,6501.7,Success,Amount credited
TXN485547,CHBR02,Chennai,2025-04-01,AC5620933,Debit,6855.33,Success,Payment received
TXN740159,CHBR02,Chennai,2025-04-01,AC1415606,Credit,6671.12,Success,Amount credited
TXN522941,CHBR02,Chennai,2025-04-01,AC2820717,Credit,9335.45,Success,Amount credited
TXN394723,CHBR02,Chennai,2025-04-01,AC6940704,Credit,7982.86,Failed,Transaction timeout
TXN231599,CHBR02,Chennai,2025-04-01,AC6205176,Debit,4395.29,Failed,Account blocked
TXN421248,CHBR02,Chennai,2025-04-01,AC2432263,Credit,9462.74,Failed,Account blocked
TXN531827,CHBR02,Chennai,2025-04-01,AC9275954,Debit,8524.85,Success,Amount credited
TXN882168,CHBR02,Chennai,2025-04-01,AC5942306,Credit,558.13,Success,Withdrawal successful
TXN530164,CHBR02,Chennai,2025-04-01,AC2704171,Debit,4180.32,Failed,Insufficient fund
TXN112562,CHBR02,Chennai,2025-04-01,AC5436857,Debit,4144.45,Success,Withdrawal successful
TXN761167,CHBR02,Chennai,2025-04-01,AC5580983,Debit,8788.65,Failed,Transaction timeout
TXN712399,CHBR02,Chennai,2025-04-01,AC4381363,Debit,4544.61,Failed,Transaction timeout
TXN406400,CHBR02,Chennai,2025-04-01,AC5849985,Credit,2602.31,Success,Amount credited
TXN915302,CHBR02,Chennai,2025-04-01,AC8683725,Credit,8060.96,Failed,Transaction timeout
TXN542118,CHBR02,Chennai,2025-04-01,AC3155307,Credit,8542.57,Failed,Insufficient fund
TXN934595,CHBR02,Chennai,2025-04-01,AC5223877,Credit,7065.46,Failed,Transaction timeout
TXN277018,CHBR02,Chennai,2025-04-01,AC8563191,Debit,652.48,Success,Amount credited
TXN795295,CHBR02,Chennai,2025-04-01,AC7017852,Debit,7848.85,Success,Payment received
TXN310397,CHBR02,Chennai,2025-04-01,AC3139725,Credit,3972.43,Failed,Account blocked
TXN668222,CHBR02,Chennai,2025-04-01,AC7923964,Debit,6443.96,Failed,Account blocked
