transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN155626,DEBR03,Delhi,2025-04-01,AC1214001,Debit,955.22,Success,Amount credited
TXN260082,DEBR03,Delhi,2025-04-01,AC1489537,Credit,5318.6,Success,Amount credited
TXN257683,DEBR03,Delhi,2025-04-01,AC8385423,Debit,2098.2,Success,Payment received
TXN216200,DEBR03,Delhi,2025-04-01,AC9788557,Debit,3344.58,Success,Payment received
TXN590427,DEBR03,Delhi,2025-04-01,AC1662229,Debit,4268.94,Success,Payment received
TXN676908,DEBR03,Delhi,2025-04-01,AC1679557,Credit,8814.11,Success,Payment received
TXN983578,DEBR03,Delhi,2025-04-01,AC9371880,Debit,4445.0,Success,Payment received
TXN108304,DEBR03,Delhi,2025-04-01,AC4818021,Debit,229.04,Success,Amount credited
TXN854414,DEBR03,Delhi,2025-04-01,AC3755365,Debit,7185.13,Failed,Transaction timeout
TXN832196,DEBR03,Delhi,2025-04-01,AC3998337,Debit,5426.42,Failed,Insufficient fund
TXN717167,DEBR03,Delhi,2025-04-01,AC2027873,Debit,7869.79,Failed,Insufficient fund
TXN127305,DEBR03,Delhi,2025-04-01,AC6520551,Debit,3654.53,Failed,Insufficient fund
TXN673412,DEBR03,Delhi,2025-04-01,AC8660527,Credit,7043.39,Success,Payment received
TXN825615,DEBR03,Delhi,2025-04-01,AC2341661,Credit,6000.71,Success,Amount credited
TXN757121,DEBR03,Delhi,2025-04-01,AC8309333,Credit,7125.84,Success,Payment received
TXN857948,DEBR03,Delhi,2025-04-01,AC6362635,Credit,2925.34,Success,Payment received
TXN655871,DEBR03,Delhi,2025-04-01,AC1526988,Debit,6962.78,Failed,Account blocked
TXN987537,DEBR03,Delhi,2025-04-01,AC7690887,Debit,3253.86,Failed,Account blocked
TXN498885,DEBR03,Delhi,2025-04-01,AC3906654,Credit,1231.64,Success,Amount credited
TXN412275,DEBR03,Delhi,2025-04-01,AC1283447,Debit,8964.2,Failed,Account blocked
TXN282137,DEBR03,Delhi,2025-04-01,AC4360948,Credit,404.06,Failed,Account blocked
TXN408666,DEBR03,Delhi,2025-04-01,AC3365980,Debit,6582.12,Success,Amount credited
TXN380925,DEBR03,Delhi,2025-04-01,AC3762811,Credit,6653.68,Success,Payment received
TXN356786,DEBR03,Delhi,2025-04-01,AC9874995,Debit,377.54,Failed,Account blocked
