transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN270862,MUBR02,Mumbai,2025-04-01,AC5330049,Debit,6039.64,Success,Payment received
TXN413133,MUBR02,Mumbai,2025-04-01,AC2195123,Credit,7333.18,Failed,Transaction timeout
TXN822925,MUBR02,Mumbai,2025-04-01,AC2430089,Credit,2212.41,Failed,Insufficient fund
TXN982635,MUBR02,Mumbai,2025-04-01,AC6912921,Debit,5779.0,Failed,Insufficient fund
TXN917132,MUBR02,Mumbai,2025-04-01,AC4854993,Debit,1361.06,Success,Payment received
TXN950020,MUBR02,Mumbai,2025-04-01,AC6943841,Credit,4831.91,Success,Amount credited
TXN489091,MUBR02,Mumbai,2025-04-01,AC9201478,Credit,1095.78,Failed,Insufficient fund
TXN706339,MUBR02,Mumbai,2025-04-01,AC8841182,Debit,6483.75,Success,Payment received
TXN480564,MUBR02,Mumbai,2025-04-01,AC6631003,Debit,1602.05,Failed,Account blocked
TXN203474,MUBR02,Mumbai,2025-04-01,AC5949506,Debit,8074.17,Success,Withdrawal successful
TXN910556,MUBR02,Mumbai,2025-04-01,AC6254721,Credit,7214.49,Failed,Transaction timeout
TXN606485,MUBR02,Mumbai,2025-04-01,AC5974350,Debit,1263.74,Success,Amount credited
TXN738900,MUBR02,Mumbai,2025-04-01,AC2331735,Credit,7645.72,Failed,Account blocked
TXN791622,MUBR02,Mumbai,2025-04-01,AC1165448,Credit,9146.31,Failed,Account blocked
TXN219419,MUBR02,Mumbai,2025-04-01,AC6961506,Credit,5010.79,Failed,Insufficient fund
TXN610981,MUBR02,Mumbai,2025-04-01,AC9736958,Debit,149.99,Success,Payment received
TXN769500,MUBR02,Mumbai,2025-04-01,AC4353479,Debit,5741.42,Failed,Insufficient fund
TXN627730,MUBR02,Mumbai,2025-04-01,AC7059772,Debit,6130.65,Failed,Account blocked
TXN294052,MUBR02,Mumbai,2025-04-01,AC2671071,Debit,3177.5,Failed,Transaction timeout
TXN780847,MUBR02,Mumbai,2025-04-01,AC5072761,Credit,2330.72,Success,Payment received
TXN846472,MUBR02,Mumbai,2025-04-01,AC1474505,Debit,7791.74,Failed,Transaction timeout
TXN310375,MUBR02,Mumbai,2025-04-01,AC9961070,Credit,4688.03,Success,Withdrawal successful
TXN671148,MUBR02,Mumbai,2025-04-01,AC6894841,Credit,7416.92,Failed,Account blocked
TXN219193,MUBR02,Mumbai,2025-04-01,AC3246910,Debit,1919.78,Success,Withdrawal successful
TXN208652,MUBR02,Mumbai,2025-04-01,AC2716075,Credit,6367.5,Success,Withdrawal successful
TXN658255,MUBR02,Mumbai,2025-04-01,AC9735816,Credit,8578.06,Success,Payment received
TXN232656,MUBR02,Mumbai,2025-04-01,AC3775595,Credit,3608.9,Failed,Insufficient fund
TXN843625,MUBR02,Mumbai,2025-04-01,AC8697010,Debit,9913.43,Success,Amount credited
TXN594678,MUBR02,Mumbai,2025-04-01,AC1452971,Debit,4387.41,Success,Withdrawal successful
TXN623813,MUBR02,Mumbai,2025-04-01,AC1105799,Credit,3687.36,Success,Payment received
TXN580058,MUBR02,Mumbai,2025-04-01,AC3288662,Debit,772.3,Failed,Account blocked
TXN911637,MUBR02,Mumbai,2025-04-01,AC2332563,Credit,3255.64,Success,Withdrawal successful
TXN641439,MUBR02,Mumbai,2025-04-01,AC2816098,Credit,7829.28,Failed,Insufficient fund
TXN308801,MUBR02,Mumbai,2025-04-01,AC7177711,Credit,1512.82,Success,Amount credited
TXN915557,MUBR02,Mumbai,2025-04-01,AC7074999,Debit,7798.83,Failed,Transaction timeout
TXN672470,MUBR02,Mumbai,2025-04-01,AC7937800,Credit,6768.93,Success,Amount credited
TXN108098,MUBR02,Mumbai,2025-04-01,AC3238269,Credit,5306.33,Success,Payment received
TXN387045,MUBR02,Mumbai,2025-04-01,AC3546333,Credit,9934.04,Failed,Insufficient fund
TXN420502,MUBR02,Mumbai,2025-04-01,AC9535083,Debit,9098.16,Failed,Account blocked
TXN950267,MUBR02,Mumbai,2025-04-01,AC9691208,Credit,5229.95,Success,Payment received
TXN555582,MUBR02,Mumbai,2025-04-01,AC7210561,Debit,2170.39,Failed,Insufficient fund
TXN463359,MUBR02,Mumbai,2025-04-01,AC8260762,Credit,2555.8,Success,Payment received
TXN914254,MUBR02,Mumbai,2025-04-01,AC9716703,Credit,9350.04,Failed,Transaction timeout
