transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN616813,MUBR03,Mumbai,2025-04-01,AC9363593,Debit,1900.19,Failed,Transaction timeout
TXN410861,MUBR03,Mumbai,2025-04-01,AC5543746,Credit,3182.45,Failed,Account blocked
TXN206105,MUBR03,Mumbai,2025-04-01,AC1034977,Debit,6705.33,Success,Amount credited
TXN646878,MUBR03,Mumbai,2025-04-01,AC6250749,Credit,5016.52,Success,Payment received
TXN580050,MUBR03,Mumbai,2025-04-01,AC2285480,Credit,9193.46,Success,Withdrawal successful
TXN154946,MUBR03,Mumbai,2025-04-01,AC2082634,Credit,5212.73,Failed,Account blocked
TXN707204,MUBR03,Mumbai,2025-04-01,AC2293969,Debit,9102.9,Failed,Insufficient fund
TXN306091,MUBR03,Mumbai,2025-04-01,AC9375839,Debit,3713.74,Success,Payment received
TXN453569,MUBR03,Mumbai,2025-04-01,AC4562808,Debit,5059.16,Success,Payment received
TXN340174,MUBR03,Mumbai,2025-04-01,AC4438325,Debit,2365.3,Success,Withdrawal successful
TXN645811,MUBR03,Mumbai,2025-04-01,AC4412760,Credit,5784.02,Success,Amount credited
TXN506922,MUBR03,Mumbai,2025-04-01,AC9333650,Credit,6971.46,Failed,Account blocked
TXN789344,MUBR03,Mumbai,2025-04-01,AC2910559,Credit,5326.54,Failed,Account blocked
TXN382392,MUBR03,Mumbai,2025-04-01,AC8632361,Credit,6564.01,Success,Payment received
TXN408794,MUBR03,Mumbai,2025-04-01,AC9117694,Credit,1647.13,Failed,Transaction timeout
TXN458148,MUBR03,Mumbai,2025-04-01,AC4397083,Debit,5359.35,Success,Payment received
TXN907307,MUBR03,Mumbai,2025-04-01,AC3963079,Credit,6895.84,Failed,Account blocked
TXN705644,MUBR03,Mumbai,2025-04-01,AC6987461,Debit,696.42,Failed,Account blocked
TXN834753,MUBR03,Mumbai,2025-04-01,AC8687505,Credit,441.98,Failed,Account blocked
TXN950618,MUBR03,Mumbai,2025-04-01,AC5959696,Debit,1731.47,Success,Amount credited
TXN270203,MUBR03,Mumbai,2025-04-01,AC6600683,Debit,6252.08,Success,Payment received
TXN222913,MUBR03,Mumbai,2025-04-01,AC2729787,Debit,511.93,Failed,Account blocked
TXN118461,MUBR03,Mumbai,2025-04-01,AC6561309,Credit,3564.2,Failed,Insufficient fund
TXN376601,MUBR03,Mumbai,2025-04-01,AC1905595,Credit,4559.05,Success,Payment received
TXN722438,MUBR03,Mumbai,2025-04-01,AC4336325,Credit,9444.04,Failed,Account blocked
TXN666820,MUBR03,Mumbai,2025-04-01,AC3273280,Debit,232.24,Success,Payment received
TXN606981,MUBR03,Mumbai,2025-04-01,AC2312290,Credit,2382.59,Success,Amount credited
TXN837416,MUBR03,Mumbai,2025-04-01,AC5379654,Credit,8315.83,Success,Withdrawal successful
TXN776832,MUBR03,Mumbai,2025-04-01,AC9326987,Debit,2984.85,Failed,Transaction timeout
TXN891259,MUBR03,Mumbai,2025-04-01,AC8533302,Credit,6790.23,Success,Payment received
TXN907065,MUBR03,Mumbai,2025-04-01,AC7673429,Credit,279.17,Success,Payment received
TXN535441,MUBR03,Mumbai,2025-04-01,AC1231506,Debit,9922.65,Failed,Insufficient fund
TXN595636,MUBR03,Mumbai,2025-04-01,AC1641552,Debit,2738.27,Success,Payment received
TXN160131,MUBR03,Mumbai,2025-04-01,AC8542864,Credit,3441.98,Failed,Insufficient fund
TXN231730,MUBR03,Mumbai,2025-04-01,AC1060181,Credit,6548.56,Failed,Insufficient fund
TXN124635,MUBR03,Mumbai,2025-04-01,AC9135161,Debit,5690.25,Failed,Transaction timeout
TXN338017,MUBR03,Mumbai,2025-04-01,AC9705865,Debit,2566.8,Success,Payment received
TXN543971,MUBR03,Mumbai,2025-04-01,AC1251352,Credit,9459.02,Success,Withdrawal successful
TXN857166,MUBR03,Mumbai,2025-04-01,AC3397755,Debit,3613.72,Failed,Transaction timeout
TXN323861,MUBR03,Mumbai,2025-04-01,AC8514196,Debit,628.27,Failed,Transaction timeout
TXN303753,MUBR03,Mumbai,2025-04-01,AC3264826,Debit,2377.85,Failed,Transaction timeout
TXN419219,MUBR03,Mumbai,2025-04-01,AC9596286,Debit,5928.85,Success,Payment received
TXN724758,MUBR03,Mumbai,2025-04-01,AC4008860,Debit,1192.79,Failed,Account blocked
TXN852581,MUBR03,Mumbai,2025-04-01,AC3561735,Debit,6252.81,Failed,Insufficient fund
TXN371138,MUBR03,Mumbai,2025-04-01,AC6988030,Credit,4414.69,Success,Withdrawal successful
TXN905304,MUBR03,Mumbai,2025-04-01,AC7338957,Debit,6189.22,Failed,Insufficient fund
TXN897346,MUBR03,Mumbai,2025-04-01,AC2929035,Credit,5982.09,Success,Amount credited
TXN356226,MUBR03,Mumbai,2025-04-01,AC7301460,Credit,152.8,Failed,Insufficient fund
TXN938164,MUBR03,Mumbai,2025-04-01,AC2633010,Credit,6687.1,Success,Amount credited
TXN543504,MUBR03,Mumbai,2025-04-01,AC2284785,Credit,116.93,Success,Amount credited
TXN156900,MUBR03,Mumbai,2025-04-02,AC3524579,Debit,1086.56,Failed,Insufficient fund
TXN465469,MUBR03,Mumbai,2025-04-02,AC6322796,Credit,8153.27,Failed,Transaction timeout
TXN133181,MUBR03,Mumbai,2025-04-02,AC6935428,Debit,9847.83,Success,Payment received
TXN635080,MUBR03,Mumbai,2025-04-02,AC7919311,Debit,5413.45,Failed,Account blocked
TXN517534,MUBR03,Mumbai,2025-04-02,AC9611130,Credit,6407.74,Failed,Account blocked
TXN215056,MUBR03,Mumbai,2025-04-02,AC1550479,Credit,8840.71,Success,Withdrawal successful
TXN934555,MUBR03,Mumbai,2025-04-02,AC6583204,Credit,4081.74,Success,Amount credited
TXN284523,MUBR03,Mumbai,2025-04-02,AC2311062,Credit,856.74,Failed,Transaction timeout
TXN569497,MUBR03,Mumbai,2025-04-02,AC7017498,Debit,651.93,Failed,Transaction timeout
TXN185527,MUBR03,Mumbai,2025-04-02,AC6526258,Credit,3841.6,Failed,Account blocked
TXN962546,MUBR03,Mumbai,2025-04-02,AC7008206,Debit,1283.38,Success,Payment received
TXN960433,MUBR03,Mumbai,2025-04-02,AC4720961,Debit,9466.11,Success,Amount credited
TXN728759,MUBR03,Mumbai,2025-04-02,AC6385526,Credit,2148.73,Failed,Transaction timeout
TXN451208,MUBR03,Mumbai,2025-04-02,AC7829235,Credit,289.49,Success,Withdrawal successful
TXN388624,MUBR03,Mumbai,2025-04-02,AC5921965,Debit,3077.89,Success,Payment received
TXN373866,MUBR03,Mumbai,2025-04-02,AC4501971,Debit,8175.52,Failed,Insufficient fund
TXN638626,MUBR03,Mumbai,2025-04-02,AC9538574,Credit,421.11,Failed,Account blocked
TXN809791,MUBR03,Mumbai,2025-04-02,AC9290509,Credit,5814.65,Success,Payment received
TXN198485,MUBR03,Mumbai,2025-04-02,AC4098418,Credit,870.54,Success,Withdrawal successful
TXN725143,MUBR03,Mumbai,2025-04-02,AC7938401,Credit,3392.31,Success,Amount credited
TXN935579,MUBR03,Mumbai,2025-04-02,AC5707021,Debit,4726.95,Failed,Transaction timeout
TXN655387,MUBR03,Mumbai,2025-04-02,AC5198966,Credit,7413.42,Success,Amount credited
TXN885178,MUBR03,Mumbai,2025-04-02,AC3901195,Credit,894.79,Success,Withdrawal successful
TXN689267,MUBR03,Mumbai,2025-04-02,AC9599497,Credit,1283.81,Failed,Insufficient fund
TXN796681,MUBR03,Mumbai,2025-04-02,AC3475657,Debit,9236.43,Success,Amount credited
TXN832322,MUBR03,Mumbai,2025-04-02,AC4560907,Credit,7784.45,Success,Payment received
TXN149761,MUBR03,Mumbai,2025-04-02,AC1558122,Credit,5819.04,Failed,Account blocked
TXN467317,MUBR03,Mumbai,2025-04-02,AC7590185,Credit,3324.11,Success,Payment received
TXN456063,MUBR03,Mumbai,2025-04-02,AC7576345,Debit,8781.76,Failed,Transaction timeout
TXN429822,MUBR03,Mumbai,2025-04-02,AC5492187,Credit,402.72,Success,Amount credited
TXN502223,MUBR03,Mumbai,2025-04-02,AC9766694,Debit,8221.49,Success,Withdrawal successful
TXN465831,MUBR03,Mumbai,2025-04-02,AC5173437,Credit,5665.81,Success,Amount credited
TXN209508,MUBR03,Mumbai,2025-04-02,AC1929781,Debit,7084.33,Success,Withdrawal successful
TXN173834,MUBR03,Mumbai,2025-04-02,AC8195786,Debit,1256.09,Success,Withdrawal successful
