transaction_id,branch_id,city,date,account_no,txn_type,amount,status,remarks
TXN751567,DEBR01,Delhi,2025-04-01,AC4710570,Debit,7204.54,Success,Withdrawal successful
TXN298798,DEBR01,Delhi,2025-04-01,AC6229328,Debit,8828.58,Failed,Transaction timeout
TXN811834,DEBR01,Delhi,2025-04-01,AC5385923,Debit,9155.76,Success,Amount credited
TXN528245,DEBR01,Delhi,2025-04-01,AC8836761,Debit,855.69,Failed,Insufficient fund
TXN521231,DEBR01,Delhi,2025-04-01,AC7242398,Debit,6055.66,Failed,Transaction timeout
TXN632548,DEBR01,Delhi,2025-04-01,AC6835802,Credit,9341.72,Failed,Insufficient fund
TXN459105,DEBR01,Delhi,2025-04-01,AC9822264,Debit,7279.1,Failed,Insufficient fund
TXN742573,DEBR01,Delhi,2025-04-01,AC4794489,Debit,6240.47,Success,Amount credited
TXN752036,DEBR01,Delhi,2025-04-01,AC7195887,Credit,8928.51,Success,Withdrawal successful
TXN280602,DEBR01,Delhi,2025-04-01,AC4382840,Debit,6534.23,Success,Amount credited
TXN556365,DEBR01,Delhi,2025-04-01,AC5684229,Credit,3635.26,Success,Withdrawal successful
TXN967295,DEBR01,Delhi,2025-04-01,AC3383698,Credit,5708.7,Failed,Account blocked
TXN352394,DEBR01,Delhi,2025-04-01,AC9127588,Debit,1868.42,Success,Amount credited
TXN202515,DEBR01,Delhi,2025-04-01,AC3218829,Credit,8168.44,Success,Amount credited
TXN137803,DEBR01,Delhi,2025-04-01,AC1523678,Debit,6280.98,Success,Amount credited
TXN543237,DEBR01,Delhi,2025-04-01,AC4552824,Debit,8415.97,Failed,Account blocked
TXN730062,DEBR01,Delhi,2025-04-01,AC9704646,Debit,6134.37,Success,Amount credited
TXN326692,DEBR01,Delhi,2025-04-01,AC6282808,Credit,8338.32,Failed,Account blocked
TXN788232,DEBR01,Delhi,2025-04-01,AC9101117,Credit,8823.61,Failed,Insufficient fund
TXN283383,DEBR01,Delhi,2025-04-01,AC6938983,Debit,4999.9,Failed,Account blocked
TXN442494,DEBR01,Delhi,2025-04-01,AC2856676,Credit,7431.07,Success,Payment received
TXN762284,DEBR01,Delhi,2025-04-01,AC3953953,Debit,1663.31,Success,Payment received
